condition_id,permit_type_id,phase,title_ja,legal_basis,severity,evidence_hint,source_id,notes
COND-SECONDHAND-ARTICLES-AUCTION-OBTAIN-03,pt-secondhand-articles-auction,obtain,人的・物的要件の充足確認,古物営業法第4条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-DOOR-TO-DOOR-SALES-NOTIFY-OBTAIN-01,pt-door-to-door-sales-notify,obtain,特定商取引法に基づく表示・届出管理の申請・取得,特定商取引法,required,docs/company/licenses/records/,,営業開始前必須
COND-DOOR-TO-DOOR-SALES-NOTIFY-OBTAIN-02,pt-door-to-door-sales-notify,obtain,申請書類・添付書類の整備,特定商取引法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-DOOR-TO-DOOR-SALES-NOTIFY-OBTAIN-03,pt-door-to-door-sales-notify,obtain,人的・物的要件の充足確認,特定商取引法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-PAWNBROKER-OBTAIN-01,pt-pawnbroker,obtain,質屋営業許可の申請・取得,質屋営業法第2条,required,docs/company/licenses/records/,,営業開始前必須
COND-PAWNBROKER-OBTAIN-02,pt-pawnbroker,obtain,申請書類・添付書類の整備,質屋営業法第2条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-PAWNBROKER-OBTAIN-03,pt-pawnbroker,obtain,人的・物的要件の充足確認,質屋営業法第2条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-USED-CAR-DEALER-OBTAIN-01,pt-used-car-dealer,obtain,古物商（自動車）特記の申請・取得,古物営業法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-USED-CAR-DEALER-OBTAIN-02,pt-used-car-dealer,obtain,申請書類・添付書類の整備,古物営業法第4条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-USED-CAR-DEALER-OBTAIN-03,pt-used-car-dealer,obtain,人的・物的要件の充足確認,古物営業法第4条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-ANIMAL-HANDLING-OBTAIN-01,pt-animal-handling,obtain,第一種動物取扱業登録の申請・取得,動物の愛護及び管理に関する法律第10条,required,docs/company/licenses/records/,,営業開始前必須
COND-ANIMAL-HANDLING-OBTAIN-02,pt-animal-handling,obtain,申請書類・添付書類の整備,動物の愛護及び管理に関する法律第10条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-ANIMAL-HANDLING-OBTAIN-03,pt-animal-handling,obtain,人的・物的要件の充足確認,動物の愛護及び管理に関する法律第10条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-ANIMAL-HANDLING-2-OBTAIN-01,pt-animal-handling-2,obtain,第二種動物取扱業届出の申請・取得,動物の愛護及び管理に関する法律第24条の2,required,docs/company/licenses/records/,,営業開始前必須
COND-ANIMAL-HANDLING-2-OBTAIN-02,pt-animal-handling-2,obtain,申請書類・添付書類の整備,動物の愛護及び管理に関する法律第24条の2,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-ANIMAL-HANDLING-2-OBTAIN-03,pt-animal-handling-2,obtain,人的・物的要件の充足確認,動物の愛護及び管理に関する法律第24条の2,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-VETERINARY-CLINIC-OBTAIN-01,pt-veterinary-clinic,obtain,動物病院開設届出の申請・取得,獣医療法第3条,required,docs/company/licenses/records/,,営業開始前必須
COND-VETERINARY-CLINIC-OBTAIN-02,pt-veterinary-clinic,obtain,申請書類・添付書類の整備,獣医療法第3条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-VETERINARY-CLINIC-OBTAIN-03,pt-veterinary-clinic,obtain,人的・物的要件の充足確認,獣医療法第3条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-NURSERY-AUTHORIZED-OBTAIN-01,pt-nursery-authorized,obtain,保育所設置認可の申請・取得,児童福祉法第35条,required,docs/company/licenses/records/,,営業開始前必須
COND-NURSERY-AUTHORIZED-OBTAIN-02,pt-nursery-authorized,obtain,申請書類・添付書類の整備,児童福祉法第35条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-NURSERY-AUTHORIZED-OBTAIN-03,pt-nursery-authorized,obtain,人的・物的要件の充足確認,児童福祉法第35条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-NURSERY-UNAUTHORIZED-NOTIFY-OBTAIN-01,pt-nursery-unauthorized-notify,obtain,認可外保育施設届出の申請・取得,児童福祉法第59条の2,required,docs/company/licenses/records/,,営業開始前必須
COND-NURSERY-UNAUTHORIZED-NOTIFY-OBTAIN-02,pt-nursery-unauthorized-notify,obtain,申請書類・添付書類の整備,児童福祉法第59条の2,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-NURSERY-UNAUTHORIZED-NOTIFY-OBTAIN-03,pt-nursery-unauthorized-notify,obtain,人的・物的要件の充足確認,児童福祉法第59条の2,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-AFTER-SCHOOL-CARE-OBTAIN-01,pt-after-school-care,obtain,放課後児童健全育成事業届出の申請・取得,児童福祉法,required,docs/company/licenses/records/,,営業開始前必須
COND-AFTER-SCHOOL-CARE-OBTAIN-02,pt-after-school-care,obtain,申請書類・添付書類の整備,児童福祉法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-AFTER-SCHOOL-CARE-OBTAIN-03,pt-after-school-care,obtain,人的・物的要件の充足確認,児童福祉法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-NURSING-HOME-OBTAIN-01,pt-nursing-home,obtain,介護老人福祉施設開設許可の申請・取得,介護保険法,required,docs/company/licenses/records/,,営業開始前必須
COND-NURSING-HOME-OBTAIN-02,pt-nursing-home,obtain,申請書類・添付書類の整備,介護保険法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-NURSING-HOME-OBTAIN-03,pt-nursing-home,obtain,人的・物的要件の充足確認,介護保険法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-FEE-BASED-HOME-ELDERLY-OBTAIN-01,pt-fee-based-home-elderly,obtain,有料老人ホーム設置届出の申請・取得,老人福祉法第29条,required,docs/company/licenses/records/,,営業開始前必須
COND-FEE-BASED-HOME-ELDERLY-OBTAIN-02,pt-fee-based-home-elderly,obtain,申請書類・添付書類の整備,老人福祉法第29条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-FEE-BASED-HOME-ELDERLY-OBTAIN-03,pt-fee-based-home-elderly,obtain,人的・物的要件の充足確認,老人福祉法第29条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-DRIVING-SCHOOL-OBTAIN-01,pt-driving-school,obtain,指定自動車教習所指定の申請・取得,道路交通法第99条,required,docs/company/licenses/records/,,営業開始前必須
COND-DRIVING-SCHOOL-OBTAIN-02,pt-driving-school,obtain,申請書類・添付書類の整備,道路交通法第99条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-DRIVING-SCHOOL-OBTAIN-03,pt-driving-school,obtain,人的・物的要件の充足確認,道路交通法第99条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-CRAM-SCHOOL-FIRE-OBTAIN-01,pt-cram-school-fire,obtain,学習塾等の防火対象物届出の申請・取得,消防法,required,docs/company/licenses/records/,,営業開始前必須
COND-CRAM-SCHOOL-FIRE-OBTAIN-02,pt-cram-school-fire,obtain,申請書類・添付書類の整備,消防法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-CRAM-SCHOOL-FIRE-OBTAIN-03,pt-cram-school-fire,obtain,人的・物的要件の充足確認,消防法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-FOOD-PROCESSING-ADDITIVE-OBTAIN-01,pt-food-processing-additive,obtain,添加物製造業許可の申請・取得,食品衛生法第28条,required,docs/company/licenses/records/,,営業開始前必須
COND-FOOD-PROCESSING-ADDITIVE-OBTAIN-02,pt-food-processing-additive,obtain,申請書類・添付書類の整備,食品衛生法第28条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-FOOD-PROCESSING-ADDITIVE-OBTAIN-03,pt-food-processing-additive,obtain,人的・物的要件の充足確認,食品衛生法第28条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-MEAT-PROCESSING-OBTAIN-01,pt-meat-processing,obtain,食肉製品製造業許可の申請・取得,食品衛生法第28条,required,docs/company/licenses/records/,,営業開始前必須
COND-MEAT-PROCESSING-OBTAIN-02,pt-meat-processing,obtain,申請書類・添付書類の整備,食品衛生法第28条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-MEAT-PROCESSING-OBTAIN-03,pt-meat-processing,obtain,人的・物的要件の充足確認,食品衛生法第28条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-CONFECTIONERY-OBTAIN-01,pt-confectionery,obtain,菓子製造業許可の申請・取得,食品衛生法第28条,required,docs/company/licenses/records/,,営業開始前必須
COND-CONFECTIONERY-OBTAIN-02,pt-confectionery,obtain,申請書類・添付書類の整備,食品衛生法第28条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-CONFECTIONERY-OBTAIN-03,pt-confectionery,obtain,人的・物的要件の充足確認,食品衛生法第28条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-FOOD-IMPORT-NOTIFICATION-OBTAIN-01,pt-food-import-notification,obtain,食品等輸入届出の申請・取得,食品衛生法第27条,required,docs/company/licenses/records/,,営業開始前必須
COND-FOOD-IMPORT-NOTIFICATION-OBTAIN-02,pt-food-import-notification,obtain,申請書類・添付書類の整備,食品衛生法第27条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-FOOD-IMPORT-NOTIFICATION-OBTAIN-03,pt-food-import-notification,obtain,人的・物的要件の充足確認,食品衛生法第27条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-MAHJONG-OBTAIN-01,pt-mahjong,obtain,風俗営業第4号（マージャン等）の申請・取得,風俗営業法第2条,required,docs/company/licenses/records/,,営業開始前必須
COND-MAHJONG-OBTAIN-02,pt-mahjong,obtain,申請書類・添付書類の整備,風俗営業法第2条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-MAHJONG-OBTAIN-03,pt-mahjong,obtain,人的・物的要件の充足確認,風俗営業法第2条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-GAME-CENTER-OBTAIN-01,pt-game-center,obtain,風俗営業第5号（ゲームセンター等）の申請・取得,風俗営業法第2条,required,docs/company/licenses/records/,,営業開始前必須
COND-GAME-CENTER-OBTAIN-02,pt-game-center,obtain,申請書類・添付書類の整備,風俗営業法第2条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-GAME-CENTER-OBTAIN-03,pt-game-center,obtain,人的・物的要件の充足確認,風俗営業法第2条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-LATE-NIGHT-RESTAURANT-OBTAIN-01,pt-late-night-restaurant,obtain,深夜酒類提供飲食店営業届出の申請・取得,風俗営業法第33条,required,docs/company/licenses/records/,,営業開始前必須
COND-LATE-NIGHT-RESTAURANT-OBTAIN-02,pt-late-night-restaurant,obtain,申請書類・添付書類の整備,風俗営業法第33条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-LATE-NIGHT-RESTAURANT-OBTAIN-03,pt-late-night-restaurant,obtain,人的・物的要件の充足確認,風俗営業法第33条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-RADIO-STATION-OBTAIN-01,pt-radio-station,obtain,無線局免許の申請・取得,電波法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-RADIO-STATION-OBTAIN-02,pt-radio-station,obtain,申請書類・添付書類の整備,電波法第4条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-RADIO-STATION-OBTAIN-03,pt-radio-station,obtain,人的・物的要件の充足確認,電波法第4条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-DOMAIN-MVNO-OBTAIN-01,pt-domain-mvno,obtain,電気通信事業者届出（MVNO等）の申請・取得,電気通信事業法第16条,required,docs/company/licenses/records/,,営業開始前必須
COND-DOMAIN-MVNO-OBTAIN-02,pt-domain-mvno,obtain,申請書類・添付書類の整備,電気通信事業法第16条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-DOMAIN-MVNO-OBTAIN-03,pt-domain-mvno,obtain,人的・物的要件の充足確認,電気通信事業法第16条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-HEAT-SUPPLY-OBTAIN-01,pt-heat-supply,obtain,熱供給事業登録の申請・取得,熱供給事業法,required,docs/company/licenses/records/,,営業開始前必須
COND-HEAT-SUPPLY-OBTAIN-02,pt-heat-supply,obtain,申請書類・添付書類の整備,熱供給事業法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-HEAT-SUPPLY-OBTAIN-03,pt-heat-supply,obtain,人的・物的要件の充足確認,熱供給事業法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-PETROLEUM-RETAIL-OBTAIN-01,pt-petroleum-retail,obtain,揮発油販売業登録の申請・取得,揮発油等の品質の確保等に関する法律第3条,required,docs/company/licenses/records/,,営業開始前必須
COND-PETROLEUM-RETAIL-OBTAIN-02,pt-petroleum-retail,obtain,申請書類・添付書類の整備,揮発油等の品質の確保等に関する法律第3条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-PETROLEUM-RETAIL-OBTAIN-03,pt-petroleum-retail,obtain,人的・物的要件の充足確認,揮発油等の品質の確保等に関する法律第3条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-PCB-WASTE-OBTAIN-01,pt-pcb-waste,obtain,PCB廃棄物処理業許可の申請・取得,PCB特措法,required,docs/company/licenses/records/,,営業開始前必須
COND-PCB-WASTE-OBTAIN-02,pt-pcb-waste,obtain,申請書類・添付書類の整備,PCB特措法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-PCB-WASTE-OBTAIN-03,pt-pcb-waste,obtain,人的・物的要件の充足確認,PCB特措法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-INDUSTRIAL-WASTE-COLLECTION-SPECIAL-OBTAIN-01,pt-industrial-waste-collection-special,obtain,特別管理産業廃棄物収集運搬業許可の申請・取得,廃棄物の処理及び清掃に関する法律第14条の4,required,docs/company/licenses/records/,,営業開始前必須
COND-INDUSTRIAL-WASTE-COLLECTION-SPECIAL-OBTAIN-02,pt-industrial-waste-collection-special,obtain,申請書類・添付書類の整備,廃棄物の処理及び清掃に関する法律第14条の4,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-INDUSTRIAL-WASTE-COLLECTION-SPECIAL-OBTAIN-03,pt-industrial-waste-collection-special,obtain,人的・物的要件の充足確認,廃棄物の処理及び清掃に関する法律第14条の4,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-DETECTIVE-OBTAIN-01,pt-detective,obtain,探偵業届出の申請・取得,探偵業の業務の適正化に関する法律第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-DETECTIVE-OBTAIN-02,pt-detective,obtain,申請書類・添付書類の整備,探偵業の業務の適正化に関する法律第4条,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-DETECTIVE-OBTAIN-03,pt-detective,obtain,人的・物的要件の充足確認,探偵業の業務の適正化に関する法律第4条,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-FIREARMS-OBTAIN-01,pt-firearms,obtain,銃砲刀剣類所持許可（事業者）の申請・取得,銃砲刀剣類所持等取締法,required,docs/company/licenses/records/,,営業開始前必須
COND-FIREARMS-OBTAIN-02,pt-firearms,obtain,申請書類・添付書類の整備,銃砲刀剣類所持等取締法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-FIREARMS-OBTAIN-03,pt-firearms,obtain,人的・物的要件の充足確認,銃砲刀剣類所持等取締法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-IMMIGRATION-SUPPORT-OBTAIN-01,pt-immigration-support,obtain,登録支援機関の登録の申請・取得,出入国管理及び難民認定法,required,docs/company/licenses/records/,,営業開始前必須
COND-IMMIGRATION-SUPPORT-OBTAIN-02,pt-immigration-support,obtain,申請書類・添付書類の整備,出入国管理及び難民認定法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-IMMIGRATION-SUPPORT-OBTAIN-03,pt-immigration-support,obtain,人的・物的要件の充足確認,出入国管理及び難民認定法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-SPECIFIED-SKILLED-WORKER-ORG-OBTAIN-01,pt-specified-skilled-worker-org,obtain,特定技能所属機関届出の申請・取得,出入国管理及び難民認定法,required,docs/company/licenses/records/,,営業開始前必須
COND-SPECIFIED-SKILLED-WORKER-ORG-OBTAIN-02,pt-specified-skilled-worker-org,obtain,申請書類・添付書類の整備,出入国管理及び難民認定法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-SPECIFIED-SKILLED-WORKER-ORG-OBTAIN-03,pt-specified-skilled-worker-org,obtain,人的・物的要件の充足確認,出入国管理及び難民認定法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-CERTIFIED-PUBLIC-ACCOUNTANT-FIRM-OBTAIN-01,pt-certified-public-accountant-firm,obtain,監査法人登録の申請・取得,公認会計士法,required,docs/company/licenses/records/,,営業開始前必須
COND-CERTIFIED-PUBLIC-ACCOUNTANT-FIRM-OBTAIN-02,pt-certified-public-accountant-firm,obtain,申請書類・添付書類の整備,公認会計士法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-CERTIFIED-PUBLIC-ACCOUNTANT-FIRM-OBTAIN-03,pt-certified-public-accountant-firm,obtain,人的・物的要件の充足確認,公認会計士法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-JUDICIAL-SCRIVENER-OFFICE-OBTAIN-01,pt-judicial-scrivener-office,obtain,司法書士法人設立認可等の申請・取得,司法書士法,required,docs/company/licenses/records/,,営業開始前必須
COND-JUDICIAL-SCRIVENER-OFFICE-OBTAIN-02,pt-judicial-scrivener-office,obtain,申請書類・添付書類の整備,司法書士法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-JUDICIAL-SCRIVENER-OFFICE-OBTAIN-03,pt-judicial-scrivener-office,obtain,人的・物的要件の充足確認,司法書士法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-ADMINISTRATIVE-SCRIVENER-OFFICE-OBTAIN-01,pt-administrative-scrivener-office,obtain,行政書士法人設立認可等の申請・取得,行政書士法,required,docs/company/licenses/records/,,営業開始前必須
COND-ADMINISTRATIVE-SCRIVENER-OFFICE-OBTAIN-02,pt-administrative-scrivener-office,obtain,申請書類・添付書類の整備,行政書士法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-ADMINISTRATIVE-SCRIVENER-OFFICE-OBTAIN-03,pt-administrative-scrivener-office,obtain,人的・物的要件の充足確認,行政書士法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-SOCIAL-INSURANCE-LABOR-CONSULTANT-OFFICE-OBTAIN-01,pt-social-insurance-labor-consultant-office,obtain,社会保険労務士法人設立認可等の申請・取得,社会保険労務士法,required,docs/company/licenses/records/,,営業開始前必須
COND-SOCIAL-INSURANCE-LABOR-CONSULTANT-OFFICE-OBTAIN-02,pt-social-insurance-labor-consultant-office,obtain,申請書類・添付書類の整備,社会保険労務士法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-SOCIAL-INSURANCE-LABOR-CONSULTANT-OFFICE-OBTAIN-03,pt-social-insurance-labor-consultant-office,obtain,人的・物的要件の充足確認,社会保険労務士法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-PATENT-ATTORNEY-OFFICE-OBTAIN-01,pt-patent-attorney-office,obtain,弁理士法人設立認可等の申請・取得,弁理士法,required,docs/company/licenses/records/,,営業開始前必須
COND-PATENT-ATTORNEY-OFFICE-OBTAIN-02,pt-patent-attorney-office,obtain,申請書類・添付書類の整備,弁理士法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-PATENT-ATTORNEY-OFFICE-OBTAIN-03,pt-patent-attorney-office,obtain,人的・物的要件の充足確認,弁理士法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-TAX-ACCOUNTANT-OFFICE-OBTAIN-01,pt-tax-accountant-office,obtain,税理士法人設立認可等の申請・取得,税理士法,required,docs/company/licenses/records/,,営業開始前必須
COND-TAX-ACCOUNTANT-OFFICE-OBTAIN-02,pt-tax-accountant-office,obtain,申請書類・添付書類の整備,税理士法,required,docs/company/licenses/records/,,定款・登記事項・図面等（種別による）
COND-TAX-ACCOUNTANT-OFFICE-OBTAIN-03,pt-tax-accountant-office,obtain,人的・物的要件の充足確認,税理士法,required,docs/company/licenses/records/,,責任者配置・設備・保証金等
COND-RYOKAN-HOTEL-OBTAIN-01,pt-ryokan-hotel,obtain,旅館業（ホテル業）の申請・取得,旅館業法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-RYOKAN-HOTEL-OBTAIN-02,pt-ryokan-hotel,obtain,申請書類・添付書類の整備,旅館業法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-RYOKAN-HOTEL-OBTAIN-03,pt-ryokan-hotel,obtain,人的・物的要件の充足確認,旅館業法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-RYOKAN-RYOKAN-OBTAIN-01,pt-ryokan-ryokan,obtain,旅館業（旅館）の申請・取得,旅館業法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-RYOKAN-RYOKAN-OBTAIN-02,pt-ryokan-ryokan,obtain,申請書類・添付書類の整備,旅館業法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-RYOKAN-RYOKAN-OBTAIN-03,pt-ryokan-ryokan,obtain,人的・物的要件の充足確認,旅館業法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-RYOKAN-GESHUKU-OBTAIN-01,pt-ryokan-geshuku,obtain,旅館業（下宿営業）の申請・取得,旅館業法第4条,required,docs/company/licenses/records/,,営業開始前必須
COND-RYOKAN-GESHUKU-OBTAIN-02,pt-ryokan-geshuku,obtain,申請書類・添付書類の整備,旅館業法第4条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-RYOKAN-GESHUKU-OBTAIN-03,pt-ryokan-geshuku,obtain,人的・物的要件の充足確認,旅館業法第4条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-MINPAKU-NOTIFICATION-OBTAIN-01,pt-minpaku-notification,obtain,住宅宿泊事業届出（民泊）の申請・取得,住宅宿泊事業法第5条,required,docs/company/licenses/records/,,営業開始前必須
COND-MINPAKU-NOTIFICATION-OBTAIN-02,pt-minpaku-notification,obtain,申請書類・添付書類の整備,住宅宿泊事業法第5条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-MINPAKU-NOTIFICATION-OBTAIN-03,pt-minpaku-notification,obtain,人的・物的要件の充足確認,住宅宿泊事業法第5条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-FIRE-INSPECT-OBTAIN-01,pt-fire-inspect,obtain,消防用設備等検査（定期）の申請・取得,消防法第17条の4,required,docs/company/licenses/records/,,営業開始前必須
COND-FIRE-INSPECT-OBTAIN-02,pt-fire-inspect,obtain,申請書類・添付書類の整備,消防法第17条の4,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-FIRE-INSPECT-OBTAIN-03,pt-fire-inspect,obtain,人的・物的要件の充足確認,消防法第17条の4,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-BUILDING-CONFIRM-OBTAIN-01,pt-building-confirm,obtain,建築確認済証の申請・取得,建築基準法第6条,required,docs/company/licenses/records/,,営業開始前必須
COND-BUILDING-CONFIRM-OBTAIN-02,pt-building-confirm,obtain,申請書類・添付書類の整備,建築基準法第6条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-BUILDING-CONFIRM-OBTAIN-03,pt-building-confirm,obtain,人的・物的要件の充足確認,建築基準法第6条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-BUILDING-COMPLETE-OBTAIN-01,pt-building-complete,obtain,検査済証（完了検査）の申請・取得,建築基準法第7条,required,docs/company/licenses/records/,,営業開始前必須
COND-BUILDING-COMPLETE-OBTAIN-02,pt-building-complete,obtain,申請書類・添付書類の整備,建築基準法第7条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-BUILDING-COMPLETE-OBTAIN-03,pt-building-complete,obtain,人的・物的要件の充足確認,建築基準法第7条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-BUILDING-USE-CHANGE-OBTAIN-01,pt-building-use-change,obtain,用途変更確認・届出の申請・取得,建築基準法第6条・第87条,required,docs/company/licenses/records/,,営業開始前必須
COND-BUILDING-USE-CHANGE-OBTAIN-02,pt-building-use-change,obtain,申請書類・添付書類の整備,建築基準法第6条・第87条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-BUILDING-USE-CHANGE-OBTAIN-03,pt-building-use-change,obtain,人的・物的要件の充足確認,建築基準法第6条・第87条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-ALCOHOL-SALES-OBTAIN-01,pt-alcohol-sales,obtain,酒類販売業免許の申請・取得,酒税法第7条,required,docs/company/licenses/records/,,営業開始前必須
COND-ALCOHOL-SALES-OBTAIN-02,pt-alcohol-sales,obtain,申請書類・添付書類の整備,酒税法第7条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-ALCOHOL-SALES-OBTAIN-03,pt-alcohol-sales,obtain,人的・物的要件の充足確認,酒税法第7条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-ALCOHOL-RESTAURANT-OBTAIN-01,pt-alcohol-restaurant,obtain,酒類飲食店営業免許の申請・取得,酒税法第7条,required,docs/company/licenses/records/,,営業開始前必須
COND-ALCOHOL-RESTAURANT-OBTAIN-02,pt-alcohol-restaurant,obtain,申請書類・添付書類の整備,酒税法第7条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-ALCOHOL-RESTAURANT-OBTAIN-03,pt-alcohol-restaurant,obtain,人的・物的要件の充足確認,酒税法第7条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-FOOD-MANUFACTURING-OBTAIN-01,pt-food-manufacturing,obtain,食品製造業許可の申請・取得,食品衛生法第28条,required,docs/company/licenses/records/,,営業開始前必須
COND-FOOD-MANUFACTURING-OBTAIN-02,pt-food-manufacturing,obtain,申請書類・添付書類の整備,食品衛生法第28条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-FOOD-MANUFACTURING-OBTAIN-03,pt-food-manufacturing,obtain,人的・物的要件の充足確認,食品衛生法第28条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-RENTAL-HOUSING-MGMT-OBTAIN-01,pt-rental-housing-mgmt,obtain,賃貸住宅管理業者登録の申請・取得,賃貸住宅の管理業務等の適正化に関する法律第6条,required,docs/company/licenses/records/,,営業開始前必須
COND-RENTAL-HOUSING-MGMT-OBTAIN-02,pt-rental-housing-mgmt,obtain,申請書類・添付書類の整備,賃貸住宅の管理業務等の適正化に関する法律第6条,required,docs/company/licenses/records/,,種別ごとの添付書類
COND-RENTAL-HOUSING-MGMT-OBTAIN-03,pt-rental-housing-mgmt,obtain,人的・物的要件の充足確認,賃貸住宅の管理業務等の適正化に関する法律第6条,required,docs/company/licenses/records/,,責任者・設備・保証金等
COND-CONDO-MGMT-OBTAIN-01,pt-condo-mgmt,obtain,マンション管理業者登録の申請・取得,マンション管理適正化法第6条,required,docs/company/licenses/records/,,営業開始前必須
